%!I(MISSING)D	X	Y	Z	SNR
5517	91.090092	1110.872706	1.100000	-100.00
5518	-287.185956	1126.289439	1.100000	-100.00
5519	-275.600310	1021.561557	1.100000	-100.00
5520	158.138247	982.613719	1.100000	-100.00
5521	-222.725384	831.753532	1.100000	-100.00
5522	-228.510548	1090.187642	1.100000	-100.00
5523	300.284151	1138.211866	1.100000	-100.00
5524	-31.279146	842.154042	1.100000	-100.00
5525	-240.411543	1166.371309	1.100000	-100.00
5526	-226.792550	955.544553	1.100000	-100.00
5527	89.643754	1096.482642	1.100000	-100.00
5528	88.326624	1250.498640	1.100000	-100.00
5529	142.084812	827.500612	1.100000	-100.00
5530	-168.089266	1078.691220	1.100000	-100.00
5531	-157.398885	1021.665480	1.100000	-100.00
5532	-0.100889	897.279509	1.100000	-100.00
5533	-292.110852	1058.846322	1.100000	-100.00
5534	-197.559523	1131.508689	1.100000	-100.00
5535	48.089743	918.134155	1.100000	-100.00
5536	292.369496	1153.872039	1.100000	-100.00
5537	-171.500478	1068.918137	1.100000	-100.00
5538	296.895746	1024.080677	1.100000	-100.00
5539	-130.426611	1123.651380	1.100000	-100.00
5540	250.510117	898.653051	1.100000	-100.00
5541	-88.684098	1216.501579	1.100000	-100.00
5542	212.437872	1095.614465	1.100000	-100.00
5543	-254.614396	913.027908	1.100000	-100.00
5544	-244.178103	886.276243	1.100000	-100.00
5545	-231.902252	1068.017618	1.100000	-100.00
5546	-238.881388	1074.517555	1.100000	-100.00
5547	202.421943	1262.917005	1.100000	-100.00
5548	-4.194464	1198.475578	1.100000	-100.00
5549	262.643659	1128.807350	1.100000	-100.00
5550	100.859415	1242.183820	1.100000	-100.00
5551	240.283586	916.554070	1.100000	-100.00
5552	-267.731742	938.058088	1.100000	-100.00
5553	173.354072	933.898223	1.100000	-100.00
5554	137.984311	930.789816	1.100000	-100.00
5555	-64.844814	763.833467	1.100000	-100.00
5556	43.580512	1182.043046	1.100000	-100.00
5557	19.572655	1384.566524	1.100000	-100.00
5558	1.964354	1281.171784	1.100000	-100.00
5559	28.414091	1053.793042	1.100000	-100.00
5560	265.492004	1186.979362	1.100000	-100.00
5561	260.756430	1002.970671	1.100000	-100.00
5562	-25.035353	939.250251	1.100000	-100.00
5563	-323.298371	924.417272	1.100000	-100.00
5564	-717.659442	957.646002	1.100000	-100.00
5565	-474.433953	1309.089035	1.100000	-100.00
5566	-389.190712	1097.186325	1.100000	-100.00
5567	-758.908719	1171.038676	1.100000	-100.00
5568	-635.677307	1032.340637	1.100000	-100.00
5569	-557.775166	1126.133531	1.100000	-100.00
5570	-793.116501	1153.262083	1.100000	-100.00
5571	-515.445167	1050.890364	1.100000	-100.00
5572	-497.614013	848.872821	1.100000	-100.00
5573	-661.293937	966.533140	1.100000	-100.00
5574	-740.594734	846.041625	1.100000	-100.00
5575	-547.069829	1312.778099	1.100000	-100.00
5576	-447.380893	1093.866529	1.100000	-100.00
5577	-767.264896	1039.165631	1.100000	-100.00
5578	-485.418936	907.350798	1.100000	-100.00
5579	-598.191541	898.491294	1.100000	-100.00
5580	-706.186693	1249.820497	1.100000	-100.00
5581	-456.527826	826.352621	1.100000	-100.00
5582	-357.588101	1241.714443	1.100000	-100.00
5583	-641.071995	1375.116972	1.100000	-100.00
5584	-541.411142	1191.203138	1.100000	-100.00
5585	-670.618711	936.623087	1.100000	-100.00
5586	-581.215846	1105.205579	1.100000	-100.00
5587	-560.782348	1334.303869	1.100000	-100.00
5588	-693.818284	1322.354452	1.100000	-100.00
5589	-768.806743	1191.973980	1.100000	-100.00
5590	-510.820659	1243.568166	1.100000	-100.00
5591	-633.223537	751.619231	1.100000	-100.00
5592	-345.244718	1132.988850	1.100000	-100.00
5593	-667.829506	738.520403	1.100000	-100.00
5594	-711.382874	838.801587	1.100000	-100.00
5595	-439.430904	1052.883938	1.100000	-100.00
5596	-622.444382	808.082040	1.100000	-100.00
5597	-623.073060	870.087945	1.100000	-100.00
5598	-589.399988	1070.203414	1.100000	-100.00
5599	-643.298041	834.575680	1.100000	-100.00
5600	-636.346115	828.417020	1.100000	-100.00
5601	-318.414363	1018.442723	1.100000	-100.00
5602	-428.664376	1018.159491	1.100000	-100.00
5603	-657.975652	1226.717788	1.100000	-100.00
5604	-548.713157	1142.426296	1.100000	-100.00
5605	-804.836009	1279.050487	1.100000	-100.00
5606	-859.825784	937.858732	1.100000	-100.00
5607	-769.799191	1108.476413	1.100000	-100.00
5608	-464.121571	921.159099	1.100000	-100.00
5609	-878.048051	909.455907	1.100000	-100.00
5610	-476.769844	967.700921	1.100000	-100.00
5611	-327.516559	1226.411135	1.100000	-100.00
5612	-872.334312	1057.555017	1.100000	-100.00
5613	-671.753503	1066.183507	1.100000	-100.00
5614	-376.581400	842.049041	1.100000	-100.00
5615	-440.106749	1185.442614	1.100000	-100.00
5616	-600.954281	895.270784	1.100000	-100.00
5617	-874.720609	1051.247009	1.100000	-100.00
5618	-568.593250	1115.689803	1.100000	-100.00
5619	-327.122745	1110.624467	1.100000	-100.00
5620	-749.189946	1255.047618	1.100000	-100.00
5621	-541.928530	1094.328757	1.100000	-100.00
5622	-725.447591	1117.431691	1.100000	-100.00
5623	-881.842698	890.807088	1.100000	-100.00
5624	-644.919471	834.281679	1.100000	-100.00
5625	-403.904645	900.652865	1.100000	-100.00
5626	-626.005810	985.265315	1.100000	-100.00
5627	-348.843964	1219.948016	1.100000	-100.00
5628	-309.878096	1159.451044	1.100000	-100.00
5629	-621.974472	1345.354057	1.100000	-100.00
5630	-570.127575	1284.421053	1.100000	-100.00
5631	-880.104568	1135.372388	1.100000	-100.00
5632	-806.453306	929.619251	1.100000	-100.00
5633	-538.686142	1201.831249	1.100000	-100.00
5634	-716.072648	1256.934094	1.100000	-100.00
5635	-606.307835	792.609574	1.100000	-100.00
5636	-689.986665	1232.580907	1.100000	-100.00
5637	-650.438775	1268.700536	1.100000	-100.00
5638	-422.169321	834.166301	1.100000	-100.00
5639	-659.040523	1183.366969	1.100000	-100.00
5640	-397.566891	972.025389	1.100000	-100.00
5641	-634.807581	1263.344949	1.100000	-100.00
5642	-620.030980	1336.746889	1.100000	-100.00
5643	-505.538873	1101.718507	1.100000	-100.00
5644	-397.646210	1046.042088	1.100000	-100.00
5645	-316.072681	1111.085192	1.100000	-100.00
5646	-731.143159	1113.009343	1.100000	-100.00
5647	-481.106698	1293.397669	1.100000	-100.00
5648	-627.768644	1297.066565	1.100000	-100.00
5649	-336.701753	1136.927978	1.100000	-100.00
5650	-475.014036	1294.893208	1.100000	-100.00
5651	-433.891303	1268.793894	1.100000	-100.00
5652	-818.074911	1149.964658	1.100000	-100.00
5653	-706.851890	882.519821	1.100000	-100.00
5654	-763.876355	1122.033131	1.100000	-100.00
5655	-464.140953	1083.176491	1.100000	-100.00
5656	-513.031098	1300.007534	1.100000	-100.00
5657	-524.597539	936.878074	1.100000	-100.00
5658	-845.735690	1165.623591	1.100000	-100.00
5659	-628.144753	1140.407461	1.100000	-100.00
5660	-636.638122	1377.770842	1.100000	-100.00
5661	-773.007080	1017.468008	1.100000	-100.00
5662	-716.549251	843.902600	1.100000	-100.00
5663	-441.281187	1163.496039	1.100000	-100.00
5664	-315.269399	1028.471097	1.100000	-100.00
5665	-444.865322	1088.291809	1.100000	-100.00
5666	-597.810765	1004.618450	1.100000	-100.00
5667	-629.630112	963.038769	1.100000	-100.00
5668	-601.801668	1248.754948	1.100000	-100.00
5669	-862.434591	1011.258970	1.100000	-100.00
5670	-467.399307	939.147279	1.100000	-100.00
5671	-539.937450	1325.696742	1.100000	-100.00
5672	-592.716730	729.801227	1.100000	-100.00
5673	-584.289037	743.748602	1.100000	-100.00
5674	-740.205230	795.469922	1.100000	-100.00
5675	-812.900225	1236.665748	1.100000	-100.00
5676	-401.899151	1200.873383	1.100000	-100.00
5677	-530.781089	1158.823971	1.100000	-100.00
5678	-655.882804	1119.702569	1.100000	-100.00
5679	-487.018725	771.485292	1.100000	-100.00
5680	-313.730433	882.506025	1.100000	-100.00
5681	-465.810077	1305.749762	1.100000	-100.00
5682	-841.283467	1089.573244	1.100000	-100.00
5683	-593.716753	943.522599	1.100000	-100.00
5684	-740.069571	1113.144332	1.100000	-100.00
5685	-894.997003	1106.524195	1.100000	-100.00
5686	-556.560437	1264.647708	1.100000	-100.00
5687	-898.793438	926.796127	1.100000	-100.00
5688	-652.731266	1015.266728	1.100000	-100.00
5689	-561.664850	1117.808441	1.100000	-100.00
5690	-497.435613	1249.001029	1.100000	-100.00
5691	-516.995765	1008.780095	1.100000	-100.00
5692	-683.733070	1333.676525	1.100000	-100.00
5693	-412.838766	936.022284	1.100000	-100.00
5694	-759.158364	1092.553100	1.100000	-100.00
5695	-835.104192	949.456004	1.100000	-100.00
5696	-347.712838	1129.211210	1.100000	-100.00
5697	-641.706852	1060.772856	1.100000	-100.00
5698	-571.745613	936.145072	1.100000	-100.00
5699	-576.377726	1271.269221	1.100000	-100.00
5700	-595.151379	727.608180	1.100000	-100.00
5701	-866.141884	1171.432130	1.100000	-100.00
5702	-834.612422	1076.933294	1.100000	-100.00
5703	-721.026151	1162.283381	1.100000	-100.00
5704	-434.077161	1046.698809	1.100000	-100.00
5705	-742.563216	916.711510	1.100000	-100.00
5706	-555.715770	1084.028028	1.100000	-100.00
5707	-650.184929	1284.483869	1.100000	-100.00
5708	-711.110531	1112.584304	1.100000	-100.00
5709	-635.958726	839.139403	1.100000	-100.00
5710	-859.562702	1147.697184	1.100000	-100.00
5711	-365.810567	1115.529043	1.100000	-100.00
5712	-670.294368	1170.616805	1.100000	-100.00
5713	-451.799533	846.566340	1.100000	-100.00
5714	-636.182893	724.427491	1.100000	-100.00
5715	-685.386067	774.103206	1.100000	-100.00
5716	-441.216185	1287.429482	1.100000	-100.00
5717	-656.043726	818.123211	1.100000	-100.00
5718	-773.561304	1016.818777	1.100000	-100.00
5719	-558.795800	802.868711	1.100000	-100.00
5720	-501.024257	797.767028	1.100000	-100.00
5721	-625.761251	950.867120	1.100000	-100.00
5722	-864.543398	1129.083480	1.100000	-100.00
5723	-857.404399	869.827642	1.100000	-100.00
5724	-852.830590	944.046413	1.100000	-100.00
5725	-793.463667	1180.673792	1.100000	-100.00
5726	-586.015049	846.345858	1.100000	-100.00
5727	-564.542556	1214.586531	1.100000	-100.00
5728	-630.463744	1064.682951	1.100000	-100.00
5729	-648.070547	1213.395966	1.100000	-100.00
5730	-440.998395	1279.823418	1.100000	-100.00
5731	-435.322232	934.834933	1.100000	-100.00
5732	-439.183684	996.058239	1.100000	-100.00
5733	-505.812595	893.706966	1.100000	-100.00
5734	-428.585047	925.445979	1.100000	-100.00
5735	-583.836297	1166.169871	1.100000	-100.00
5736	-411.155058	935.947091	1.100000	-100.00
5737	-480.824529	926.667534	1.100000	-100.00
5738	-808.010280	1185.053192	1.100000	-100.00
5739	-376.617281	1257.771380	1.100000	-100.00
5740	-583.380905	880.296540	1.100000	-100.00
5741	-767.529593	990.376723	1.100000	-100.00
5742	-829.104216	1078.854554	1.100000	-100.00
5743	-557.678511	1145.383097	1.100000	-100.00
5744	-598.383452	1095.478228	1.100000	-100.00
5745	-569.050908	913.100662	1.100000	-100.00
5746	-345.272318	1142.042189	1.100000	-100.00
5747	-371.598853	915.635932	1.100000	-100.00
5748	-544.089933	1110.803653	1.100000	-100.00
5749	-696.627193	1175.668250	1.100000	-100.00
5750	-609.599352	825.279596	1.100000	-100.00
5751	-901.925352	1123.433721	1.100000	-100.00
5752	-409.258688	998.933428	1.100000	-100.00
5753	-489.195967	847.666781	1.100000	-100.00
5754	-526.244690	1294.176430	1.100000	-100.00
5755	-541.345982	1333.032460	1.100000	-100.00
5756	-411.804816	844.522951	1.100000	-100.00
5757	-722.171351	1101.967540	1.100000	-100.00
5758	-393.631927	944.413749	1.100000	-100.00
5759	-518.387268	836.588309	1.100000	-100.00
5760	-516.410570	974.072990	1.100000	-100.00
5761	-819.862870	1146.338872	1.100000	-100.00
5762	-551.629834	1131.076479	1.100000	-100.00
5763	-714.423507	1006.365002	1.100000	-100.00
5764	-496.008117	771.971635	1.100000	-100.00
5765	-510.133395	1259.790350	1.100000	-100.00
5766	-369.677402	1158.783597	1.100000	-100.00
5767	-460.330567	952.383216	1.100000	-100.00
5768	-625.272234	1342.498953	1.100000	-100.00
5769	-852.760321	962.674578	1.100000	-100.00
5770	-674.068107	1200.675127	1.100000	-100.00
5771	-727.922970	1079.404737	1.100000	-100.00
5772	-748.930551	1281.644269	1.100000	-100.00
5773	-831.934074	1181.266063	1.100000	-100.00
5774	-728.101384	867.150686	1.100000	-100.00
5775	-638.776237	1315.890975	1.100000	-100.00
5776	-364.940765	861.984465	1.100000	-100.00
5777	-725.048530	922.727667	1.100000	-100.00
5778	-832.316156	1134.926795	1.100000	-100.00
5779	-606.897321	888.080362	1.100000	-100.00
5780	-872.740336	951.806463	1.100000	-100.00
5781	-398.661399	1246.990125	1.100000	-100.00
5782	-712.937738	1251.953340	1.100000	-100.00
5783	-850.321518	879.958008	1.100000	-100.00
5784	-457.907746	1246.352834	1.100000	-100.00
5785	-532.702612	1177.515645	1.100000	-100.00
5786	-371.962754	1234.845825	1.100000	-100.00
5787	-822.933437	1148.510178	1.100000	-100.00
5788	-563.783710	1198.734192	1.100000	-100.00
5789	-540.566356	1177.695255	1.100000	-100.00
5790	-551.320978	1248.547680	1.100000	-100.00
5791	-902.751694	966.743350	1.100000	-100.00
5792	-701.007388	1066.698578	1.100000	-100.00
5793	-360.942721	1058.531839	1.100000	-100.00
5794	-670.531424	1046.733821	1.100000	-100.00
5795	-552.006009	1058.270646	1.100000	-100.00
5796	-703.026985	952.006917	1.100000	-100.00
5797	-509.426310	1261.508314	1.100000	-100.00
5798	-625.691546	879.095342	1.100000	-100.00
5799	-455.076551	849.473630	1.100000	-100.00
5800	-714.776708	1081.143215	1.100000	-100.00
5801	-684.201589	1171.176650	1.100000	-100.00
5802	-630.719713	1107.990806	1.100000	-100.00
5803	-825.971295	1175.189785	1.100000	-100.00
5804	-724.181646	969.839492	1.100000	-100.00
5805	-749.131725	906.162697	1.100000	-100.00
5806	-682.790851	1180.864826	1.100000	-100.00
5807	-814.426655	984.339419	1.100000	-100.00
5808	-649.658885	770.378958	1.100000	-100.00
5809	-609.788540	769.394032	1.100000	-100.00
5810	-616.246351	748.423454	1.100000	-100.00
5811	-714.704931	1229.372684	1.100000	-100.00
5812	-413.894934	1247.068191	1.100000	-100.00
5813	-563.164521	1253.084247	1.100000	-100.00
5814	-358.307927	940.072859	1.100000	-100.00
5815	-713.140235	1038.406674	1.100000	-100.00
5816	-519.047180	1065.935371	1.100000	-100.00
5817	-642.748099	1129.436583	1.100000	-100.00
5818	-509.416576	1236.370042	1.100000	-100.00
5819	-348.580928	895.967241	1.100000	-100.00
5820	-730.446111	962.214789	1.100000	-100.00
5821	-430.359835	1022.434493	1.100000	-100.00
5822	-458.372084	1041.704645	1.100000	-100.00
5823	-572.687834	1009.402275	1.100000	-100.00
5824	-670.282933	793.135574	1.100000	-100.00
5825	-629.820710	726.838735	1.100000	-100.00
5826	-621.714424	1187.081880	1.100000	-100.00
5827	-698.263497	1057.240043	1.100000	-100.00
5828	-649.380753	1221.975033	1.100000	-100.00
5829	-349.652083	1132.932192	1.100000	-100.00
5830	-352.948302	1092.645951	1.100000	-100.00
5831	-601.874553	1326.361389	1.100000	-100.00
5832	-395.031374	1177.730118	1.100000	-100.00
5833	-819.732154	1239.936596	1.100000	-100.00
5834	-324.887455	1165.559003	1.100000	-100.00
5835	-831.649173	883.274170	1.100000	-100.00
5836	-722.520575	1173.525081	1.100000	-100.00
5837	-701.252755	882.633982	1.100000	-100.00
5838	-427.805613	1073.150886	1.100000	-100.00
5839	-335.294157	866.655316	1.100000	-100.00
5840	-504.331035	1139.235444	1.100000	-100.00
5841	-539.532189	1132.456191	1.100000	-100.00
5842	-560.966929	1239.893105	1.100000	-100.00
5843	-539.423768	1174.604241	1.100000	-100.00
5844	-853.091868	856.367214	1.100000	-100.00
5845	-653.323421	902.818960	1.100000	-100.00
5846	-568.847629	1080.733736	1.100000	-100.00
5847	-780.825357	913.266750	1.100000	-100.00
5848	-663.915515	1121.981509	1.100000	-100.00
5849	-580.825763	1000.542420	1.100000	-100.00
5850	-667.701876	1074.056352	1.100000	-100.00
5851	-812.950110	895.560514	1.100000	-100.00
5852	-621.639722	918.795442	1.100000	-100.00
5853	-613.248958	1041.830369	1.100000	-100.00
5854	-553.976835	1366.599762	1.100000	-100.00
5855	-879.114217	1068.588020	1.100000	-100.00
5856	-335.684636	1028.100943	1.100000	-100.00
5857	-766.076153	1040.134444	1.100000	-100.00
5858	-342.270826	1230.509881	1.100000	-100.00
5859	-791.878941	1233.178694	1.100000	-100.00
5860	-429.968771	887.405937	1.100000	-100.00
5861	-536.523881	1114.099511	1.100000	-100.00
5862	-573.993593	777.959097	1.100000	-100.00
5863	-827.386807	964.366859	1.100000	-100.00
5864	-879.093239	919.014148	1.100000	-100.00
5865	-639.774212	905.209150	1.100000	-100.00
5866	-636.149755	1238.186691	1.100000	-100.00
5867	-681.443155	986.655529	1.100000	-100.00
5868	-655.918994	758.114654	1.100000	-100.00
5869	-619.146945	939.461271	1.100000	-100.00
5870	-600.466843	1029.621303	1.100000	-100.00
5871	-738.149299	1122.926112	1.100000	-100.00
5872	-542.345518	1336.246562	1.100000	-100.00
5873	-564.454920	893.228261	1.100000	-100.00
5874	-781.345989	1060.301858	1.100000	-100.00
5875	-490.151847	1073.883728	1.100000	-100.00
5876	-847.888747	1129.175059	1.100000	-100.00
5877	-678.137080	1305.833739	1.100000	-100.00
5878	-467.144371	1010.193386	1.100000	-100.00
5879	-627.154290	760.440098	1.100000	-100.00
5880	-856.840530	875.781796	1.100000	-100.00
5881	-491.040612	864.987033	1.100000	-100.00
5882	-444.375885	1086.630864	1.100000	-100.00
5883	-589.950240	970.990104	1.100000	-100.00
5884	-538.534982	775.714169	1.100000	-100.00
5885	-367.616696	891.412062	1.100000	-100.00
5886	-334.811064	1017.232482	1.100000	-100.00
5887	-774.328570	1010.034641	1.100000	-100.00
5888	-589.920395	1146.802153	1.100000	-100.00
5889	-543.712260	1128.964597	1.100000	-100.00
5890	-324.512996	1182.787715	1.100000	-100.00
5891	-677.121412	1067.883282	1.100000	-100.00
5892	-718.467995	1035.332941	1.100000	-100.00
5893	-612.318291	808.698732	1.100000	-100.00
5894	-393.402980	1148.692610	1.100000	-100.00
5895	-563.239750	1252.617582	1.100000	-100.00
5896	-407.561307	879.164129	1.100000	-100.00
5897	-468.641018	1037.801193	1.100000	-100.00
5898	-646.571808	1050.501063	1.100000	-100.00
5899	-799.800237	967.439812	1.100000	-100.00
5900	-785.418817	1283.581881	1.100000	-100.00
5901	-485.429957	1197.586165	1.100000	-100.00
5902	-796.211263	958.390877	1.100000	-100.00
5903	-763.758604	1128.226635	1.100000	-100.00
5904	-643.713009	1339.422458	1.100000	-100.00
5905	-510.627743	1055.491171	1.100000	-100.00
5906	-554.277130	1256.353550	1.100000	-100.00
5907	-362.884803	1179.169212	1.100000	-100.00
5908	-341.108424	1132.404694	1.100000	-100.00
5909	-498.650271	1008.996637	1.100000	-100.00
5910	-593.493548	1380.539815	1.100000	-100.00
5911	-586.025743	1023.662082	1.100000	-100.00
5912	-743.624354	1084.722192	1.100000	-100.00
5913	-665.873286	933.201597	1.100000	-100.00
5914	-620.800094	754.587479	1.100000	-100.00
5915	-644.504864	1184.053708	1.100000	-100.00
5916	-487.004906	1103.390764	1.100000	-100.00
5917	-499.317554	939.059944	1.100000	-100.00
5918	-579.773416	984.584511	1.100000	-100.00
5919	-635.382914	1285.961593	1.100000	-100.00
5920	-828.378489	927.977335	1.100000	-100.00
5921	-507.648004	904.566414	1.100000	-100.00
5922	-781.180062	863.262229	1.100000	-100.00
5923	-641.828463	742.376709	1.100000	-100.00
5924	-659.450082	1062.950811	1.100000	-100.00
5925	-745.349627	827.217291	1.100000	-100.00
5926	-340.926088	1173.457818	1.100000	-100.00
5927	-888.362197	938.226744	1.100000	-100.00
5928	-498.006326	1044.811852	1.100000	-100.00
5929	-662.502658	838.098931	1.100000	-100.00
5930	-403.078505	880.797066	1.100000	-100.00
5931	-827.557717	864.649914	1.100000	-100.00
5932	-353.189399	1036.464798	1.100000	-100.00
5933	-752.879162	1108.446640	1.100000	-100.00
5934	-708.839690	1292.337284	1.100000	-100.00
5935	-356.630311	1199.635884	1.100000	-100.00
5936	-445.870342	944.877257	1.100000	-100.00
5937	-350.302814	1217.326433	1.100000	-100.00
5938	-496.036391	934.316144	1.100000	-100.00
5939	-673.651449	1125.995209	1.100000	-100.00
5940	-824.302729	905.927539	1.100000	-100.00
5941	-613.781318	842.331288	1.100000	-100.00
5942	-429.526145	1026.022209	1.100000	-100.00
5943	-820.616349	906.355403	1.100000	-100.00
5944	-733.352614	1170.433353	1.100000	-100.00
5945	-642.576130	1170.261405	1.100000	-100.00
5946	-598.128746	1113.685708	1.100000	-100.00
5947	-703.334001	1202.783217	1.100000	-100.00
5948	-520.384882	1327.750310	1.100000	-100.00
5949	-425.998901	879.556356	1.100000	-100.00
5950	-386.060718	1124.307795	1.100000	-100.00
5951	-309.687082	1116.311305	1.100000	-100.00
5952	-508.625182	1279.059636	1.100000	-100.00
5953	-681.046503	1196.009086	1.100000	-100.00
5954	-618.504499	1142.133911	1.100000	-100.00
5955	-389.418905	1187.779201	1.100000	-100.00
5956	-354.342701	1093.016743	1.100000	-100.00
5957	-689.297422	758.397006	1.100000	-100.00
5958	-450.635062	940.243738	1.100000	-100.00
5959	-855.534981	1147.996687	1.100000	-100.00
5960	-477.749249	1297.063836	1.100000	-100.00
5961	-363.478315	918.129019	1.100000	-100.00
5962	-843.716525	838.092467	1.100000	-100.00
5963	-711.062983	1060.314823	1.100000	-100.00
5964	-877.637110	1186.208535	1.100000	-100.00
5965	-530.898500	1339.451007	1.100000	-100.00
5966	-405.169554	868.227187	1.100000	-100.00
5967	-736.735313	896.809210	1.100000	-100.00
5968	-817.137123	1078.885725	1.100000	-100.00
5969	-466.499421	840.019322	1.100000	-100.00
5970	-476.511410	1055.749290	1.100000	-100.00
5971	-526.959036	1150.292002	1.100000	-100.00
5972	-734.687823	894.164318	1.100000	-100.00
5973	-577.174036	1295.282473	1.100000	-100.00
5974	-614.240839	1110.359739	1.100000	-100.00
5975	-838.857190	1048.239114	1.100000	-100.00
5976	-320.462686	915.764706	1.100000	-100.00
5977	-837.401223	1053.191290	1.100000	-100.00
5978	-716.904915	1028.541198	1.100000	-100.00
5979	-654.126394	1030.082597	1.100000	-100.00
5980	-322.058105	1061.075855	1.100000	-100.00
5981	-582.148984	1368.729729	1.100000	-100.00
5982	-657.421438	1345.141406	1.100000	-100.00
5983	-491.598369	1198.194105	1.100000	-100.00
5984	-691.961515	1139.657444	1.100000	-100.00
5985	-594.539165	1174.801476	1.100000	-100.00
5986	-659.537052	1125.496048	1.100000	-100.00
5987	-536.903109	868.029191	1.100000	-100.00
5988	-578.460785	1305.200505	1.100000	-100.00
5989	-406.644562	936.354297	1.100000	-100.00
5990	-424.056367	1237.651317	1.100000	-100.00
5991	-461.692908	1241.674403	1.100000	-100.00
5992	-447.048727	801.332048	1.100000	-100.00
5993	-429.399053	828.079864	1.100000	-100.00
5994	-608.541634	1015.731032	1.100000	-100.00
5995	-647.645776	1167.486452	1.100000	-100.00
5996	-697.515697	793.038481	1.100000	-100.00
5997	-629.839482	915.155203	1.100000	-100.00
5998	-521.917098	858.949518	1.100000	-100.00
5999	-665.298199	922.977672	1.100000	-100.00
6000	-334.409809	1157.454639	1.100000	-100.00
6001	-542.037985	1029.156473	1.100000	-100.00
6002	-453.872410	906.956178	1.100000	-100.00
6003	-796.607280	1144.810884	1.100000	-100.00
6004	-847.601550	980.300759	1.100000	-100.00
6005	-307.573721	889.043938	1.100000	-100.00
6006	-727.053296	1072.911407	1.100000	-100.00
6007	-309.547239	941.042148	1.100000	-100.00
6008	-537.971641	1331.825592	1.100000	-100.00
6009	-625.580103	1196.914935	1.100000	-100.00
6010	-650.194610	1355.049528	1.100000	-100.00
6011	-638.103284	806.701993	1.100000	-100.00
6012	-580.945132	907.282236	1.100000	-100.00
6013	-690.138987	800.529104	1.100000	-100.00
6014	-384.852064	1031.781403	1.100000	-100.00
6015	-719.753369	1065.352871	1.100000	-100.00
6016	-880.894527	1046.856064	1.100000	-100.00
6017	-383.055237	1199.880928	1.100000	-100.00
6018	-844.937470	1249.633328	1.100000	-100.00
6019	-500.806132	1124.623283	1.100000	-100.00
6020	-766.611226	985.457890	1.100000	-100.00
6021	-616.827975	854.757204	1.100000	-100.00
6022	-395.743729	893.985718	1.100000	-100.00
6023	-381.938004	997.378593	1.100000	-100.00
6024	-732.313954	1073.808147	1.100000	-100.00
6025	-522.402451	1231.059886	1.100000	-100.00
6026	-634.236580	932.755140	1.100000	-100.00
6027	-620.541854	994.751820	1.100000	-100.00
6028	-663.633043	748.901786	1.100000	-100.00
6029	-366.331267	1072.613430	1.100000	-100.00
6030	-806.816531	919.901331	1.100000	-100.00
6031	-466.875315	878.475329	1.100000	-100.00
6032	-520.694216	1073.557964	1.100000	-100.00
6033	-544.179168	1302.002897	1.100000	-100.00
6034	-792.354463	934.619934	1.100000	-100.00
6035	-767.162298	801.788442	1.100000	-100.00
6036	-414.508963	1144.713801	1.100000	-100.00
6037	-470.474652	1091.800951	1.100000	-100.00
6038	-865.259779	1003.280815	1.100000	-100.00
6039	-556.124099	1033.849309	1.100000	-100.00
6040	-462.937159	1045.147807	1.100000	-100.00
6041	-651.425991	1346.779212	1.100000	-100.00
6042	-780.486673	1139.829936	1.100000	-100.00
6043	-837.148693	1043.401969	1.100000	-100.00
6044	-873.500070	1051.079097	1.100000	-100.00
6045	-335.499234	1144.763865	1.100000	-100.00
6046	-419.864544	1015.293314	1.100000	-100.00
6047	-434.841331	949.285744	1.100000	-100.00
6048	-777.464594	1251.023659	1.100000	-100.00
6049	-663.379858	915.001830	1.100000	-100.00
6050	-596.684929	1113.098737	1.100000	-100.00
6051	-433.504824	1279.436044	1.100000	-100.00
6052	-798.971714	1073.584197	1.100000	-100.00
6053	-547.288671	952.559726	1.100000	-100.00
6054	-492.321805	1085.372094	1.100000	-100.00
6055	-419.137199	1213.020536	1.100000	-100.00
6056	-432.139214	1229.746766	1.100000	-100.00
6057	-421.518270	1096.292092	1.100000	-100.00
6058	-550.493498	1142.878737	1.100000	-100.00
6059	-738.089973	1323.040738	1.100000	-100.00
6060	-798.162000	1021.571503	1.100000	-100.00
6061	-723.285855	1089.891654	1.100000	-100.00
6062	-728.991033	1172.251193	1.100000	-100.00
6063	-1120.334230	409.793340	1.100000	-100.00
6064	-671.425080	706.451611	1.100000	-100.00
6065	-1078.368072	704.538066	1.100000	-100.00
6066	-718.767180	725.001324	1.100000	-100.00
6067	-758.124426	445.474614	1.100000	-100.00
6068	-823.234699	601.140182	1.100000	-100.00
6069	-915.908463	647.630481	1.100000	-100.00
6070	-976.159370	733.878441	1.100000	-100.00
6071	-809.767088	437.040627	1.100000	-100.00
6072	-870.230265	568.727299	1.100000	-100.00
6073	-1047.780490	765.179878	1.100000	-100.00
6074	-1153.169175	489.448440	1.100000	-100.00
6075	-916.905773	512.299674	1.100000	-100.00
6076	-774.506234	415.413617	1.100000	-100.00
6077	-1063.681697	486.488836	1.100000	-100.00
6078	-1110.250501	372.327370	1.100000	-100.00
6079	-1032.008951	441.788228	1.100000	-100.00
6080	-641.251375	548.914365	1.100000	-100.00
6081	-667.816482	466.768336	1.100000	-100.00
6082	-682.805749	476.801504	1.100000	-100.00
6083	-779.135086	699.501851	1.100000	-100.00
6084	-684.616620	319.649137	1.100000	-100.00
